Sample,Sample_Details,Species,Species_Details,Abbr,Abbr_Details,Name,Name_Details,Name_Details_Gene,Cell_Type,Gene,Rep,qPCR_Sample_Name,qPCR_Name,qPCR_Date,qPCR_Researcher,CT,qPCR_Efficiency,Control_Ct_Mean_GAPDH_iPSC,EdeltadeltaCt_GAPDH_iPSC,Control_Ct_Mean_GAPDH_MSC,EdeltadeltaCt_GAPDH_MSC,Control_Ct_Mean_GUSB_iPSC,EdeltadeltaCt_GUSB_iPSC,Control_Ct_Mean_GUSB_MSC,EdeltadeltaCt_GUSB_MSC,Control_Ct_Mean_GAPDHandGUSB_iPSC,EdeltadeltaCt_GAPDHandGUSB_iPSC,Control_Ct_Mean_GAPDHandGUSB_MSC,EdeltadeltaCt_GAPDHandGUSB_MSC
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - GAPDH,MSC,GAPDH,1,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,17.28466225,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - GAPDH,MSC,GAPDH,2,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.66674614,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample MSC,Human,Human MSC,H3,H3 MSC,H28126,H28126 MSC,H28126 MSC - GAPDH,MSC,GAPDH,3,H3M1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.17817497,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - GAPDH,Adipogenic,GAPDH,1,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,17.50077629,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - GAPDH,Adipogenic,GAPDH,2,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.81826782,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Adipogenic,Human,Human Adipogenic,H3,H3 Adipogenic,H28126,H28126 Adipogenic,H28126 Adipogenic - GAPDH,Adipogenic,GAPDH,3,H3A1,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.58986282,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.96567535,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,16.02530861,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample Osteogenic,Human,Human Osteogenic,H3,H3 Osteogenic,H28126,H28126 Osteogenic,H28126 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H3O2,study-collection-qPCR-H3 - plate2,8/28/2020,Emilie Briscoe,15.77219009,2.16,16.6596667,,16.70986112,,16.6596667,,16.70986112,,16.6596667,,16.70986112,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,1,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,15.203269,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,2,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,14.1629715,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,3,H4I2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,14.08634758,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,1,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,14.84560204,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,2,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,14.74057579,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,3,H4M2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,14.53533649,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,1,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.37088776,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,2,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,15.52990818,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,3,H4A2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,15.27334309,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,1,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,17.04491425,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,2,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.49474907,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,3,H4C2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.39930725,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.97566032,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.3995266,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H4O2,study-collection-qPCR-H4 - plate1,9/11/2020,Emilie Briscoe,16.08824158,2.11,14.48419603,,14.70717144,,14.48419603,,14.70717144,,14.48419603,,14.70717144,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,1,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.24810982,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,2,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,14.81317425,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample iPSC,Human,Human iPSC,H4,H4 iPSC,H28834,H28834 iPSC,H28834 iPSC - GAPDH,iPSC,GAPDH,3,H4I2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.34487247,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,1,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.6663065,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,2,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.28391361,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample MSC,Human,Human MSC,H4,H4 MSC,H28834,H28834 MSC,H28834 MSC - GAPDH,MSC,GAPDH,3,H4M2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.30286598,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,1,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,16.99449348,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,2,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.62555504,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Adipogenic,Human,Human Adipogenic,H4,H4 Adipogenic,H28834,H28834 Adipogenic,H28834 Adipogenic - GAPDH,Adipogenic,GAPDH,3,H4A2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,15.70659924,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,1,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,18.36595345,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,2,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,17.24769402,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H4,H4 Chondrogenic,H28834,H28834 Chondrogenic,H28834 Chondrogenic - GAPDH,Chondrogenic,GAPDH,3,H4C2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,16.90975189,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,17.09665298,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,16.68660164,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample Osteogenic,Human,Human Osteogenic,H4,H4 Osteogenic,H28834,H28834 Osteogenic,H28834 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H4O2,study-collection-qPCR-H4 - plate2,9/15/2020,Emilie Briscoe,16.87080002,2.1,15.13538551,,15.41769536,,15.13538551,,15.41769536,,15.13538551,,15.41769536,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,1,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,16.40337753,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,2,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,14.50815773,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,3,H5I2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,14.57001591,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,1,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,15.1650238,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,2,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,14.47012901,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,3,H5M2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,15.62253666,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,17.82177734,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,16.94946098,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H5O2,study-collection-qPCR-H5 - plate1,9/25/2020,Emilie Briscoe,16.75203323,2.02,15.16051706,,15.08589649,,15.16051706,,15.08589649,,15.16051706,,15.08589649,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,1,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,17.04262161,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,2,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,16.11095047,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample iPSC,Human,Human iPSC,H5,H5 iPSC,H21792,H21792 iPSC,H21792 iPSC - GAPDH,iPSC,GAPDH,3,H5I2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,15.5687952,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,1,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,17.00519371,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,2,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,15.47914886,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample MSC,Human,Human MSC,H5,H5 MSC,H21792,H21792 MSC,H21792 MSC - GAPDH,MSC,GAPDH,3,H5M2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,15.09390926,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,18.66448975,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,17.84414864,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample Osteogenic,Human,Human Osteogenic,H5,H5 Osteogenic,H21792,H21792 Osteogenic,H21792 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H5O2,study-collection-qPCR-H5 - plate2,9/29/2020,Emilie Briscoe,16.67313766,2.17,16.2407891,,15.85941728,,16.2407891,,15.85941728,,16.2407891,,15.85941728,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,1,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.09557152,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,2,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,15.09499073,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,3,H6I2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,14.87376404,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,1,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,14.66471386,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,2,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,14.69783974,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,3,H6M2,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,14.77170181,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - GAPDH,Adipogenic,GAPDH,1,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.3315773,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - GAPDH,Adipogenic,GAPDH,2,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,14.91423416,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - GAPDH,Adipogenic,GAPDH,3,H6A1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,15.56752682,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - GAPDH,Chondrogenic,GAPDH,1,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,18.7484417,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - GAPDH,Chondrogenic,GAPDH,2,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.38308334,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Chondrogenic,Human,Human Chondrogenic,H6,H6 Chondrogenic,H20961,H20961 Chondrogenic,H20961 Chondrogenic - GAPDH,Chondrogenic,GAPDH,3,H6C1,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,15.71198082,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - GAPDH,Osteogenic,GAPDH,1,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.78493118,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - GAPDH,Osteogenic,GAPDH,2,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.64583015,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample Osteogenic,Human,Human Osteogenic,H6,H6 Osteogenic,H20961,H20961 Osteogenic,H20961 Osteogenic - GAPDH,Osteogenic,GAPDH,3,H6O3,study-collection-qPCR-H6 - plate1,10/9/2020,Emilie Briscoe,16.56864166,2.14,15.35477543,,14.71141847,,15.35477543,,14.71141847,,15.35477543,,14.71141847,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,1,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,17.82448196,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,2,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,15.55704784,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample iPSC,Human,Human iPSC,H6,H6 iPSC,H20961,H20961 iPSC,H20961 iPSC - GAPDH,iPSC,GAPDH,3,H6I2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,15.48602009,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,1,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,15.77662277,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,2,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,15.29908085,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample MSC,Human,Human MSC,H6,H6 MSC,H20961,H20961 MSC,H20961 MSC - GAPDH,MSC,GAPDH,3,H6M2,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,15.5228014,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
Sample,Sample Adipogenic,Human,Human Adipogenic,H6,H6 Adipogenic,H20961,H20961 Adipogenic,H20961 Adipogenic - GAPDH,Adipogenic,GAPDH,1,H6A1,study-collection-qPCR-H6 - plate2,10/13/2021,Emilie Briscoe,19.82613754,2.07,16.2891833,,15.53283501,,16.2891833,,15.53283501,,16.2891833,,15.53283501,
